[['Philapedia', 3.992303979497981], ['Washington D.C.', 2.2251878737397264], ['Washington D.C.', 2.703754348429766], ['Philapedia', 3.900215472550781], ['Seattle', 4.99003388996634], ['Seattle', 4.963410737537836], ['Seattle', 4.664828711626807], ['Washington D.C.', 2.9775830300549875], ['Seattle', 5.1520094519827495], ['Seattle', 4.737608046594454]]
[['Washington D.C.', 3.3944370526595073], ['Washington D.C.', 3.127626514995021], ['Washington D.C.', 2.8283146045875114], ['Boston', 1.7356365768002586], ['Philapedia', 3.505096309596405], ['Washington D.C.', 2.621904465297811], ['Washington D.C.', 2.7796852434873602], ['New York City', 0.638961508006231], ['Washington D.C.', 2.9507150851910726], ['Washington D.C.', 2.9895900695022077]]
[['Philapedia', 4.015204924959352], ['Washington D.C.', 2.8104674058667016], ['New York City', 0.29661724990654115], ['Philapedia', 4.338460633535632], ['New York City', 0.7940031326696861], ['Washington D.C.', 3.061066084044402], ['Washington D.C.', 3.5317135333598584], ['Washington D.C.', 3.1993981663837774], ['Philapedia', 3.5642191106248404], ['Boston', 2.1709179753599086]]
[['Boston', 2.289289613891883], ['Boston', 1.896413926636483], ['New York City', 0.6212885902678855], ['Seattle', 5.185295499720729], ['Washington D.C.', 3.103629766477841], ['Washington D.C.', 3.284214443149396], ['Boston', 2.516502919566503], ['Washington D.C.', 3.0059384893259185], ['Boston', 1.580605188103931], ['Boston', 2.23343902259291]]
[['New York City', 1.2739451066880458], ['Washington D.C.', 2.7649945296214327], ['New York City', 0.6647566936071616], ['Seattle', 5.00175522507482], ['New York City', 1.5738256471993277], ['Seattle', 5.44537384123863], ['New York City', 1.3055404465268095], ['New York City', 1.1363965997121848], ['Philapedia', 3.926805196979894], ['Seattle', 4.558219067777121]]
[['New York City', 1.051376675493408], ['New York City', 0.6407513903874617], ['Boston', 2.1359046004013216], ['Boston', 2.2453506760694015], ['Philapedia', 4.2199911613015475], ['New York City', 1.282795962697774], ['Boston', 2.1052917400171327], ['Philapedia', 3.919213730236692], ['Boston', 2.3861834501720462], ['New York City', 0.8167552889114064]]
[['Philapedia', 3.8773455698760055], ['New York City', 0.8823342033471209], ['Seattle', 4.729883305230531], ['Seattle', 5.1526680013024775], ['Seattle', 5.089955020647725], ['Seattle', 4.79114269219771], ['New York City', 1.443686533203402], ['Washington D.C.', 2.5696015393198937], ['Seattle', 4.878947690058231], ['Seattle', 4.857652615288471]]
[['Boston', 1.800523023463285], ['Philapedia', 3.513014094330982], ['Washington D.C.', 2.797648873604116], ['Philapedia', 4.0282321287261045], ['Washington D.C.', 2.675883077019282], ['Philapedia', 3.898737943150412], ['Washington D.C.', 2.6884127570648015], ['Washington D.C.', 3.221326240912378], ['Washington D.C.', 3.072965871220944], ['Washington D.C.', 2.5972698880961493]]
[['Boston', 2.0801499313984553], ['Washington D.C.', 2.5106059911898266], ['Washington D.C.', 2.8267309215571506], ['Washington D.C.', 2.942835981619964], ['Boston', 2.0086680685929714], ['New York City', 1.0466515024123388], ['Boston', 1.8367691573903093], ['Boston', 1.72808799903512], ['Seattle', 5.491976594613529], ['New York City', 1.3386711233322688]]
[['Philapedia', 4.187221775058672], ['Washington D.C.', 3.1221593911241277], ['New York City', 0.6918077856626537], ['Washington D.C.', 2.5023403784812497], ['Washington D.C.', 2.9707752169713584], ['Philapedia', 3.7844764660044357], ['Boston', 2.459399179160906], ['Boston', 1.8517740923291097], ['Boston', 2.007542440580963], ['Washington D.C.', 2.623486315261795]]
[['Seattle', 5.378504995903212], ['Washington D.C.', 2.779290858559766], ['New York City', 0.786506119302585], ['Philapedia', 3.9842315151680774], ['New York City', 0.7979392867891186], ['Seattle', 5.192353669651182], ['Seattle', 5.021805641931528], ['Philapedia', 3.9075889160918984], ['Seattle', 4.963622344960742], ['Washington D.C.', 2.720192022913529]]
[['Washington D.C.', 3.2925293181572752], ['New York City', 0.6652298651109128], ['Washington D.C.', 3.234458719873474], ['Washington D.C.', 3.0706850562104115], ['New York City', 1.3572426454013058], ['Washington D.C.', 2.7030149131105032], ['New York City', 0.6334578323568729], ['Philapedia', 4.257171176827156], ['Washington D.C.', 3.112836173985767], ['Philapedia', 3.6789969640935842]]
[['New York City', 1.1836792884725365], ['New York City', 0.4464199148891702], ['New York City', 1.5179129645300147], ['Boston', 2.175495169523682], ['New York City', 1.319979896638678], ['New York City', 1.081867913155609], ['New York City', 1.328869047297175], ['Boston', 2.684740387609546], ['Boston', 2.5648578932123924], ['Philapedia', 4.6937542996941755]]
[['Seattle', 5.195491169232421], ['New York City', 0.7746431238189255], ['New York City', 1.153121737587107], ['New York City', 0.5511604671847391], ['Seattle', 5.2560453596652055], ['Seattle', 4.937304222158743], ['Seattle', 5.018642435156574], ['Seattle', 5.0157682697948776], ['Philapedia', 4.0769601109056195], ['Seattle', 4.766258258936275]]
[['Washington D.C.', 3.138816700879607], ['Boston', 2.3473100991992677], ['Philapedia', 4.716263300428182], ['Washington D.C.', 3.5000082162713952], ['Boston', 1.7105686074640483], ['Washington D.C.', 3.673333204669529], ['Philapedia', 3.5704056747129744], ['Boston', 1.8671157634888245], ['Philapedia', 3.7921449000485485], ['Boston', 2.0459154064636538]]
[['Washington D.C.', 2.8350887595175376], ['New York City', 0.9794560551077728], ['Philapedia', 4.02154958578666], ['Seattle', 4.654785807514587], ['Seattle', 5.062289455530727], ['Seattle', 5.367233245460696], ['New York City', 1.0277774969670916], ['Seattle', 5.117018850244515], ['New York City', 0.7903113786412034], ['Seattle', 5.201978387483704]]
[['Philapedia', 4.020808597956598], ['New York City', 1.4430839194043155], ['Philapedia', 3.9657835325252275], ['Washington D.C.', 2.9769738857125336], ['Washington D.C.', 2.504469588211585], ['Washington D.C.', 3.090966455876327], ['Philapedia', 3.8957130111237905], ['Boston', 1.9535104026443388], ['Washington D.C.', 2.799008070541727], ['Washington D.C.', 3.4040657131987455]]
[['New York City', 1.0782074259532968], ['Washington D.C.', 3.340292558327164], ['Washington D.C.', 2.9463985310614826], ['Washington D.C.', 3.2382757204486996], ['Washington D.C.', 3.3275436396331353], ['Philapedia', 4.0331464275329445], ['Washington D.C.', 3.613194320984892], ['Washington D.C.', 3.1242541145980676], ['Washington D.C.', 2.7817350161757934], ['Boston', 2.0968240014764885]]
[['Seattle', 5.099989303461587], ['New York City', 1.0815529874101084], ['Philapedia', 4.539736307346474], ['Washington D.C.', 3.1758515080338894], ['Seattle', 5.561544452248994], ['Seattle', 4.8116813891415156], ['Seattle', 4.8332638252435185], ['Seattle', 4.912933120681973], ['New York City', 1.4169498474256392], ['Seattle', 5.231204606557014]]
[['Washington D.C.', 3.5140596309273686], ['Philapedia', 4.248580166036039], ['Washington D.C.', 2.8735959300935923], ['Washington D.C.', 3.096762284554971], ['Philapedia', 3.925455336058085], ['Boston', 2.1172252608640463], ['Washington D.C.', 2.87829123899767], ['Philapedia', 4.265494981079165], ['New York City', 0.586860173470628], ['Washington D.C.', 2.724444428415019]]
[['Seattle', 5.418148847446685], ['Philapedia', 4.062406073704173], ['Seattle', 4.648149689258126], ['Philapedia', 4.226131101487555], ['Seattle', 4.963380354170145], ['Seattle', 5.353914000162234], ['Philapedia', 4.402060330396841], ['Washington D.C.', 2.5645722520682726], ['Philapedia', 3.4451568586456762], ['Philapedia', 4.09686653883867]]
[['Boston', 1.901560163925151], ['Seattle', 5.600372074322176], ['Boston', 1.5530922316679205], ['New York City', 1.2056765464734756], ['New York City', 1.0665921727466026], ['Washington D.C.', 3.510378221181593], ['Boston', 1.943612753981191], ['New York City', 0.5172011564057529], ['Boston', 1.8353446691003275], ['Boston', 2.277481086546425]]
[['Philapedia', 3.992317562119141], ['Washington D.C.', 2.917256770625555], ['Philapedia', 4.200907110061983], ['Seattle', 4.68220775839091], ['Washington D.C.', 3.2009129207680904], ['Philapedia', 4.023916115508416], ['Seattle', 5.680230510867801], ['Seattle', 4.71448757237725], ['Boston', 1.8446994740129874], ['Philapedia', 3.8413143644579977]]
[['Washington D.C.', 3.051166423980565], ['Philapedia', 4.787405721052471], ['Washington D.C.', 3.0258455267649698], ['Washington D.C.', 2.6314889792816185], ['Washington D.C.', 3.0602356581955488], ['New York City', 1.2370078608895811], ['New York City', 1.1028040850542944], ['Washington D.C.', 3.0355614120585734], ['Washington D.C.', 2.9893616511355554], ['Washington D.C.', 3.5629407237411725]]
[['New York City', 0.9112838787420905], ['Seattle', 5.5228351736747685], ['Philapedia', 3.677795702522552], ['Philapedia', 4.4264228563475045], ['Boston', 1.9547501220998142], ['New York City', 1.1369462634940848], ['New York City', 0.8754900346874158], ['Boston', 1.9139262846277054], ['Boston', 1.6806476333854803], ['New York City', 0.7936010061375365]]
[['Seattle', 4.880229656747287], ['Seattle', 5.300017371836328], ['Seattle', 4.734988222841907], ['Seattle', 5.358048884808298], ['Philapedia', 4.0369785894418655], ['Seattle', 5.160718540602466], ['Seattle', 4.875514160888438], ['Washington D.C.', 2.7210588147835395], ['Seattle', 4.554917782159926], ['New York City', 1.337758779697369]]
[['Washington D.C.', 2.9295493164000517], ['Boston', 1.7934350984993774], ['Boston', 1.5847941384874098], ['Seattle', 5.281928121382978], ['Washington D.C.', 3.1821534979882458], ['Washington D.C.', 2.4523145183028143], ['Washington D.C.', 3.223414189114656], ['Washington D.C.', 3.1553068260494466], ['Seattle', 4.808684133259569], ['Boston', 2.1697814543835263]]
[['Philapedia', 4.407768783753146], ['Seattle', 4.946905166032764], ['Philapedia', 4.530161814720634], ['Philapedia', 3.9457728573230355], ['Boston', 1.8932282310467563], ['Washington D.C.', 3.024422532500123], ['Philapedia', 3.545651972869934], ['Philapedia', 3.3357049387920794], ['Philapedia', 3.757209524597913], ['Philapedia', 4.039117271290162]]
[['Seattle', 5.213680717015489], ['New York City', 0.8896442172866694], ['Seattle', 5.30817153138499], ['Seattle', 5.086784133064449], ['Seattle', 4.973414221624994], ['Seattle', 4.996678795237839], ['New York City', 1.0345875757054277], ['New York City', 1.1971616932215055], ['Seattle', 4.968976001309975], ['Seattle', 4.424166172646166]]
[['Washington D.C.', 2.764871402966111], ['Boston', 2.3502652372725006], ['Washington D.C.', 2.9250778665887527], ['Washington D.C.', 3.2032169329854616], ['Boston', 2.032790637385188], ['Philapedia', 3.766652759458478], ['Philapedia', 3.5618907128736566], ['New York City', 0.6651989849569293], ['Washington D.C.', 3.4179563348370854], ['Boston', 1.841876949635563]]
[['New York City', 1.0159665308971504], ['Philapedia', 3.9275284602380833], ['Philapedia', 4.383045235977376], ['Washington D.C.', 3.405851728001292], ['New York City', 1.4236629145947606], ['New York City', 1.029798835059234], ['Philapedia', 3.8956704453585753], ['Philapedia', 3.4630917626922786], ['Washington D.C.', 2.7440990104456993], ['Boston', 2.1535215191429495]]
[['Philapedia', 3.8858158651726127], ['Washington D.C.', 2.8064357212241746], ['Washington D.C.', 3.3661714772516236], ['Washington D.C.', 3.0970066865947343], ['Washington D.C.', 2.7661669666178277], ['Boston', 2.399258487097463], ['Washington D.C.', 2.7278295741916443], ['Washington D.C.', 2.937880666814916], ['Philapedia', 4.276974309618045], ['Washington D.C.', 2.723493332754435]]
[['Washington D.C.', 3.101395260807861], ['New York City', 0.8856472169894436], ['Washington D.C.', 3.8606736739465504], ['New York City', 0.771308895039731], ['New York City', 0.3197059979697776], ['Washington D.C.', 2.8218402807807386], ['Washington D.C.', 3.13198506305433], ['Philapedia', 4.020299709096998], ['Philapedia', 4.159452404085655], ['New York City', 1.0203199393391968]]
[['Seattle', 5.528950938816936], ['Seattle', 4.890315097654202], ['Philapedia', 4.139348417412396], ['New York City', 0.7658936354649312], ['New York City', 1.072183923728415], ['Philapedia', 3.8367372940255318], ['Seattle', 4.714376018656636], ['Seattle', 4.529151348878818], ['New York City', 0.5200916946677201], ['New York City', 0.7297621123688895]]
[['Seattle', 4.974643865591834], ['Philapedia', 4.0028457189799225], ['Seattle', 5.381351627224206], ['Seattle', 4.192699662257846], ['Seattle', 5.139772666647254], ['Philapedia', 3.930950973455248], ['New York City', 1.1244083875166935], ['New York City', 1.1432231568026052], ['Seattle', 4.94605795092769], ['Washington D.C.', 2.482172399568037]]
[['Philapedia', 3.980037833161767], ['New York City', 0.47309764596234805], ['Washington D.C.', 3.2239080750782874], ['Washington D.C.', 2.379682175934969], ['Philapedia', 3.8344313047626413], ['Washington D.C.', 2.6247524736472037], ['Washington D.C.', 3.3375152181812777], ['Washington D.C.', 2.6992031198535313], ['New York City', 1.26657725873816], ['Philapedia', 4.37076700458714]]
[['Washington D.C.', 3.418277948909742], ['Washington D.C.', 2.770251641946012], ['Washington D.C.', 2.950901224351091], ['Washington D.C.', 3.0626961283635223], ['New York City', 0.8414967148724164], ['Washington D.C.', 2.8514021496098065], ['Washington D.C.', 2.2617940010634654], ['Philapedia', 4.164742374905544], ['Washington D.C.', 3.205687122152548], ['Philapedia', 3.677070063711306]]
[['Washington D.C.', 3.094552915667241], ['New York City', 0.7856975348912523], ['New York City', 0.9532081645166395], ['Washington D.C.', 3.1273259902423534], ['Seattle', 5.080148390061157], ['Philapedia', 4.021627347322575], ['Seattle', 5.3024656597758835], ['Seattle', 5.070154603524766], ['Philapedia', 4.009448470575985], ['Seattle', 5.317572926438735]]
[['Seattle', 5.495024818065959], ['Seattle', 5.207016774525289], ['Seattle', 5.245170098907723], ['Seattle', 4.8601630380291105], ['Seattle', 5.62753302751747], ['Seattle', 5.068752787326245], ['Seattle', 5.017869555845568], ['Seattle', 4.47699776611671], ['New York City', 1.3971099189286167], ['Philapedia', 3.7703041157667987]]
[['Seattle', 5.165415425317715], ['New York City', 0.9776021141450842], ['Washington D.C.', 2.9428119332740725], ['Seattle', 5.233068765549847], ['Seattle', 4.873336460809961], ['Seattle', 4.779922693247083], ['Seattle', 4.692185174301835], ['New York City', 0.9907540312691905], ['Philapedia', 3.4029839238119903], ['New York City', 1.158525720000306]]
[['Boston', 1.2632498029217518], ['New York City', 0.9899746140057291], ['Boston', 1.4495570557901347], ['New York City', 1.1151832796758168], ['Boston', 1.8561970688599543], ['Boston', 1.624931542911932], ['Washington D.C.', 3.0443358032836434], ['Boston', 1.4933613355633417], ['Boston', 2.187628647727621], ['Boston', 2.2104654759147784]]
[['New York City', 0.9490339965329013], ['New York City', 1.6845898508999395], ['Washington D.C.', 3.202522186990447], ['Philapedia', 3.7203179487254556], ['Philapedia', 3.763864799566357], ['Washington D.C.', 2.8605218717536762], ['Washington D.C.', 2.959171334773284], ['New York City', 1.3015652961827509], ['Washington D.C.', 3.337101664066458], ['Washington D.C.', 2.7137202842986774]]
[['Boston', 2.163111202009204], ['Washington D.C.', 2.996974570179659], ['Washington D.C.', 2.6740473984994373], ['Philapedia', 3.8759364414228674], ['Washington D.C.', 2.86860689274607], ['Philapedia', 4.00949302220071], ['New York City', 1.1263702735793575], ['Boston', 2.0153747575002865], ['Philapedia', 3.647939060269203], ['Washington D.C.', 3.503622960896398]]
[['Boston', 2.17440858982972], ['Washington D.C.', 3.0163292737380436], ['New York City', 0.8559573587697418], ['Washington D.C.', 2.4038520059060913], ['Washington D.C.', 3.2122983105817533], ['Washington D.C.', 3.21000269123979], ['Boston', 2.463880712730632], ['Philapedia', 4.8188455210492815], ['Washington D.C.', 3.383324073760658], ['Washington D.C.', 3.2097051919872737]]
[['Washington D.C.', 2.4958223028391933], ['Washington D.C.', 3.1636303933913177], ['Washington D.C.', 2.698837573795985], ['New York City', 0.8324286103961791], ['Boston', 2.270046536904169], ['Washington D.C.', 2.673586536497373], ['Washington D.C.', 3.461618362133364], ['Philapedia', 3.8829052067044003], ['Philapedia', 3.7574935025545897], ['Washington D.C.', 2.954337502334981]]
[['Washington D.C.', 3.159416098155196], ['Washington D.C.', 3.165655040855277], ['New York City', 0.5969172944558677], ['Philapedia', 4.009172589269137], ['Washington D.C.', 3.0994017387343384], ['New York City', 0.6042940478240588], ['Washington D.C.', 3.345528710749214], ['Washington D.C.', 2.775534436268566], ['Washington D.C.', 3.020645711592668], ['Washington D.C.', 3.1800113218161963]]
